Subject_area	Student_teaching_region	COEFFIN
5	1	5.573907946
5	1	5.573907946
5	1	5.529702128
5	1	5.529702128
5	1	5.573907946
5	1	5.529702128
5	1	5.573907946
5	1	5.529702128
5	1	27.64851064
5	1	5.573907946
5	1	5.529702128
5	1	5.529702128
5	1	5.573907946
5	1	2.7600471407
5	1	2.7600471407
5	1	5.529702128
5	1	5.529702128
5	1	27.64851064
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.573907946
5	1	5.529702128
5	1	5.573907946
5	1	5.529702128
5	1	5.529702128
5	1	5.573907946
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	5.529702128
5	1	27.64851064
5	1	5.529702128
5	1	5.529702128
5	1	5.573907946
5	1	2.4583750184
5	1	5.573907946
5	1	5.529702128
5	1	23.9016730566
5	1	26.47555768
5	1	26.47555768
5	1	5.295111536
5	1	5.440915887
5	1	5.295111536
5	1	5.295111536
5	1	5.440915887
5	1	23.3313850748
5	1	5.440915887
5	1	5.440915887
5	1	5.295111536
1	1	14.14762429
1	1	52.48980942
1	1	40.60255917
1	1	40.60255917
1	1	56.3183292846
1	1	13.13352343
1	1	40.60255917
1	1	13.13352343
1	1	35.47409462
1	1	35.47409462
1	1	35.47409462
1	1	35.47409462
1	1	35.47409462
1	1	35.47409462
1	1	28.7160492115
3	1	19.35639395
3	1	19.35639395
3	1	28.5596545086
3	1	19.35639395
3	1	19.35639395
3	1	9.6613811296
3	1	6.660156585
3	1	19.35639395
3	1	19.35639395
3	1	19.35639395
1	1	17.0834340778
1	1	19.34667063
1	1	19.34667063
1	1	19.34667063
1	1	19.34667063
1	1	4.90519178
1	1	19.34667063
1	1	21.0341274634
1	1	19.34667063
1	1	4.90519178
1	1	21.0341274634
1	1	4.90519178
1	1	19.34667063
1	1	19.34667063
1	1	21.0341274634
1	1	4.90519178
1	1	4.90519178
1	1	38.54448307
1	1	13.56256456
1	1	5.9817762
1	1	10.38892827
4	1	19.889951405
4	1	17.228497165
4	1	3.445699433
4	1	8.110738299
4	1	8.110738299
4	1	8.110738299
4	1	4.805834838
4	1	4.805834838
4	1	5.238487524
4	1	26.19243762
4	1	5.238487524
4	1	5.238487524
4	1	5.238487524
4	1	5.238487524
1	1	5.335589589
1	1	4.6873768959
1	1	2.6631595074
1	1	26.677947945
1	1	26.677947945
3	1	4.830008609
3	1	16.81084639
3	1	16.81084639
3	1	17.92005683
3	1	17.92005683
3	1	16.81084639
3	1	16.81084639
3	1	16.81084639
3	1	16.81084639
3	1	17.92005683
3	1	17.92005683
3	1	16.81084639
3	1	16.81084639
3	1	17.92005683
3	1	8.944460387
3	1	26.40295532
3	1	26.40295532
3	1	19.97249762
3	1	26.40295532
3	1	26.40295532
3	1	26.40295532
3	1	26.40295532
3	1	26.40295532
3	1	26.40295532
3	1	19.97249762
3	1	19.97249762
3	1	26.40295532
3	1	7.572102228
3	1	3.370719861
3	1	7.572102228
3	1	7.572102228
3	1	7.572102228
3	1	37.86051114
3	1	20.0041721
3	1	20.0041721
3	1	8.320623717
3	1	8.320623717
2	1	2.608395719
2	1	2.608395719
2	1	2.608395719
2	1	4.034335971
2	1	4.034335971
2	1	2.608395719
2	1	2.608395719
9	1	44.60197115
9	1	9.692782402
9	1	9.692782402
9	1	44.60197115
9	1	9.692782402
9	1	41.5639652154
9	1	8.92039423
9	1	8.92039423
9	1	41.5639652154
9	1	9.692782402
9	1	9.692782402
9	1	9.692782402
9	1	4.4524475315
9	1	9.692782402
9	1	41.5639652154
9	1	9.692782402
9	1	41.5639652154
4	1	9.639065685
4	1	15.16455892
4	1	15.16455892
4	1	15.16455892
4	1	23.3627826392
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.222414066
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	6.8985901076
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.7154513705
8	1	8.9474848689
8	1	1.801117084
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.7154513705
8	1	1.222414066
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.143634247
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.222414066
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	6.8985901076
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.222414066
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.222414066
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.222414066
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	8.9474848689
8	1	1.801117084
8	1	6.8985901076
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.925187937
8	1	1.801117084
8	1	1.801117084
8	1	1.925187937
8	1	1.801117084
8	1	1.925187937
8	1	1.925187937
8	1	1.890256524
8	1	2.009112165
8	1	1.890256524
8	1	1.890256524
1	1	3.205081238
1	1	3.205081238
1	1	3.205081238
1	1	3.205081238
1	1	3.205081238
1	1	12.43591532
1	1	1.648306168
1	1	7.4442266958
1	1	7.6790826744
1	1	17.4325886
1	1	17.4325886
1	1	14.8729032353
3	1	10.25671564
3	1	10.25671564
3	1	59.2610236978
3	1	3.901676632
3	1	24.6615409758
3	1	3.901676632
3	1	10.25671564
3	1	10.25671564
3	1	10.25671564
3	1	2.626980542
3	1	2.626980542
3	1	2.626980542
3	1	2.626980542
3	1	2.626980542
3	1	9.681120354
3	1	9.681120354
1	1	7.4083785987
1	1	5.69233261
1	1	32.8890328578
1	1	1.172071838
1	1	5.69233261
1	1	5.69233261
1	1	32.8890328578
1	1	4.501957816
1	1	4.501957816
4	1	20.69508969
4	1	20.69508969
4	1	20.69508969
4	1	3.956420239
4	1	16.9877104164
4	1	2.940180649
4	1	2.940180649
4	1	3.956420239
4	1	3.956420239
4	1	2.940180649
4	1	16.9877104164
4	1	2.940180649
4	1	3.956420239
4	1	2.940180649
4	1	3.956420239
4	1	3.956420239
4	1	3.956420239
4	1	1.767415971
4	1	10.2117367213
4	1	10.7535997289
4	1	10.2117367213
4	1	1.767415971
4	1	2.154267458
4	1	2.154267458
4	1	2.154267458
4	1	2.2079133
4	1	2.2079133
4	1	2.2079133
4	1	2.940180649
4	1	2.2079133
4	1	13.6165961968
4	1	2.2079133
4	1	13.6165961968
3	1	36.7325003876
3	1	55.4908906356
3	1	5.845787681
3	1	5.845787681
3	1	3.760757722
3	1	21.7288223938
3	1	29.3320380091
3	1	3.760757722
3	1	4.640591088
3	1	3.760757722
3	1	4.640591088
3	1	3.760757722
3	1	3.760757722
3	1	4.640591088
3	1	4.640591088
3	1	3.760757722
1	1	17.03674208
1	1	17.03674208
1	1	17.03674208
4	1	20.2657728727
4	1	3.206226753
4	1	3.206226753
4	1	5.943730989
4	1	5.943730989
4	1	5.943730989
4	1	37.5688656852
4	1	5.943730989
4	1	5.943730989
4	1	10.740274377
4	1	16.05614296
4	1	46.5189937294
4	1	2.77894782
8	1	4.125155954
8	1	3.443779343
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	3.443779343
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	20.62577977
8	1	3.443779343
8	1	20.62577977
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	20.62577977
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	3.443779343
8	1	3.443779343
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	20.62577977
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	2.0589942519
8	1	2.0589942519
8	1	4.125155954
8	1	4.125155954
8	2	4.125155954
8	2	0.928204862
8	2	0.928204862
8	2	4.0177425668
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	4.125155954
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
8	1	19.452119705
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
8	1	14.3003777132
8	1	3.890423941
8	1	3.334870692
8	1	3.334870692
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	14.2382856856
8	1	4.012271723
8	1	3.320390733
8	1	4.012271723
8	1	20.061358615
8	1	4.012271723
8	1	3.320390733
8	1	3.320390733
8	1	4.012271723
8	1	1.4644600724
8	1	3.320390733
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	3.320390733
8	1	4.012271723
8	1	14.2382856856
8	1	3.320390733
8	1	14.2382856856
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	14.2382856856
4	1	41.7594672347
4	1	9.738373782
2	1	12.24068818
2	1	12.04991988
2	1	12.24068818
2	1	12.04991988
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	19.452119705
8	1	3.890423941
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	19.452119705
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
8	1	3.334870692
8	1	3.334870692
8	1	19.452119705
8	1	3.890423941
8	1	3.890423941
8	1	3.890423941
8	1	3.334870692
8	1	3.890423941
8	1	3.890423941
4	1	11.90703379
3	1	22.6296079013
9	1	1.526751206
9	1	1.782404894
9	1	1.526751206
9	1	10.2983393876
9	1	1.526751206
9	1	1.526751206
9	1	1.782404894
9	1	1.782404894
9	1	9.650219887
9	1	1.526751206
9	1	1.526751206
9	1	1.526751206
9	1	1.526751206
9	1	1.526751206
9	1	1.526751206
1	1	19.34667063
1	1	21.0341274634
5	1	10.9594287
4	1	3.112902932
4	1	1.786681992
4	1	3.112902932
5	1	7.033721101
5	1	6.337188433
5	1	7.033721101
5	1	7.033721101
5	1	40.0558136803
5	1	40.0558136803
5	1	7.033721101
5	1	7.033721101
5	1	7.033721101
5	1	6.337188433
5	1	7.033721101
5	1	7.033721101
5	1	7.033721101
5	1	7.033721101
5	1	7.033721101
5	1	7.033721101
2	1	12.69905787
2	1	12.69905787
9	1	1.526751206
9	1	1.782404894
4	1	26.4254148253
4	1	15.1914241365
4	1	10.1956229787
3	1	18.36053084
5	1	10.9594287
5	1	46.9955162898
5	1	10.9594287
8	1	2.036818447
8	1	1.345228787
8	1	8.7341536795
8	1	2.036818447
8	1	2.036818447
8	1	1.345228787
8	1	2.036818447
8	1	2.036818447
8	1	1.345228787
8	1	1.345228787
8	1	2.036818447
5	1	10.9594287
5	1	10.9594287
4	1	3.882117784
4	1	11.90703379
1	1	7.4442266958
1	1	7.4442266958
1	1	1.177743328
3	1	5.601734566
3	1	32.3655774924
3	1	15.0480594138
4	1	31.1061958094
2	1	12.04991988
2	1	13.59697862
2	1	13.59697862
2	1	13.59697862
2	1	12.69905787
2	1	12.69905787
2	1	12.69905787
1	1	20.93842186
2	1	17.147632684
2	1	7.34235599
2	1	7.935868287
2	1	7.34235599
2	1	7.935868287
2	1	8.222572268
2	1	8.125345834
2	1	47.5081953262
2	1	8.125345834
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
2	1	8.222572268
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
2	1	8.125345834
2	1	8.125345834
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
2	1	51.3583180074
2	1	8.222572268
2	1	47.5081953262
2	1	8.222572268
2	1	8.125345834
2	1	47.5081953262
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
1	1	1.214899647
8	1	4.012271723
8	1	4.012271723
8	1	3.320390733
8	1	4.012271723
8	1	4.012271723
8	1	4.012271723
8	1	1.311157138
8	1	1.311157138
8	1	7.5755745751
8	1	7.5755745751
8	1	7.5755745751
8	1	7.5755745751
2	1	12.69905787
2	1	13.59697862
2	1	13.59697862
2	1	13.59697862
2	1	13.59697862
2	1	8.125345834
2	1	8.222572268
2	1	8.222572268
1	1	9.225054402
8	1	14.2382856856
8	1	4.012271723
8	1	14.2382856856
8	1	2.0026502056
8	1	14.2382856856
1	1	20.93842186
1	1	20.93842186
1	1	20.93842186
1	1	16.4552361042
1	1	16.4552361042
1	1	16.4552361042
1	1	2.603365712
1	1	2.603365712
2	1	2.361703406
3	1	4.870775997
3	1	2.707551642
3	1	5.601734566
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	11.0514384633
5	1	11.0514384633
5	1	1.748436533
5	1	1.888989734
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	11.0514384633
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	16.2261151116
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	1.748436533
5	1	11.0514384633
5	1	11.0514384633
5	1	1.748436533
5	1	1.748436533
2	1	12.04991988
1	1	20.93842186
8	1	20.62577977
3	1	19.97249762
3	1	26.40295532
3	1	26.40295532
3	1	26.40295532
7	1	3.95744852
7	1	3.95744852
6	1	5.663679474
6	1	5.663679474
6	1	4.544247863
6	1	26.3791165653
6	1	5.310081906
6	1	26.3791165653
6	1	7.9198510153
6	1	2.751419277
6	1	2.751419277
6	1	2.751419277
6	1	13.6683409245
6	1	29.3158125409
6	1	5.901234992
6	1	11.0007272882
6	1	5.901234992
6	1	2.212483979
6	1	2.212483979
6	1	7.9280675914
6	1	2.997450228
6	1	1.51158339
6	1	22.5746506743
6	1	22.5746506743
6	1	21.5714535265
6	1	4.650112364
6	1	29.3158125409
7	1	3.478361196
7	1	3.95744852
7	1	3.95744852
7	1	3.478361196
7	1	3.95744852
7	1	3.478361196
7	1	3.478361196
7	1	3.478361196
7	1	12.464127619
6	1	11.0389732834
6	1	16.1501075
6	1	16.1501075
6	1	16.60354438
6	1	15.40892053
6	1	15.40892053
6	1	16.60354438
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	7.2662174611
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	14.5094206
6	1	15.40892053
6	1	15.40892053
6	1	15.40892053
6	1	15.40892053
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
6	1	16.1501075
6	1	14.55772895
6	1	4.475167854
6	1	16.60354438
6	1	16.60354438
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	14.55772895
6	1	14.55772895
6	1	3.923757429
6	1	4.352952616
6	1	16.1501075
6	1	7.3230019429
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	4.475167854
6	1	7.9869098759
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	69.2538508051
6	1	16.1501075
6	1	16.1501075
7	1	10.71172436
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	12.51316199
7	1	5.3465563833
7	1	10.71172436
7	1	10.71172436
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	16.1501075
6	1	16.1501075
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
4	1	6.9366274057
4	1	8.186396015
6	1	16.1501075
6	1	15.40892053
6	1	15.40892053
6	1	6.7961124704
6	1	14.55772895
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	7.1230133716
7	1	5.5189366462
7	1	10.71172436
7	1	12.51316199
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	12.51316199
7	1	10.71172436
7	1	10.71172436
7	1	11.34673931
7	1	11.34673931
7	1	10.11769984
7	1	10.11769984
7	1	11.34673931
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	12.51316199
7	1	10.71172436
7	1	10.71172436
7	1	12.51316199
7	1	12.51316199
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	10.71172436
7	1	12.51316199
7	1	10.71172436
7	1	3.95744852
7	1	3.95744852
7	1	19.6595829703
7	1	3.478361196
7	1	3.478361196
7	1	3.95744852
7	1	3.95744852
7	1	3.478361196
7	1	3.478361196
7	1	3.478361196
7	1	10.71172436
7	1	12.51316199
6	1	16.00162254
6	1	16.60354438
6	1	16.00162254
6	1	16.60354438
6	1	15.40892053
6	1	15.40892053
7	1	3.913996282
7	1	3.913996282
7	1	10.09339764
6	1	16.00162254
6	1	16.60354438
6	1	16.00162254
6	1	16.00162254
6	1	16.00162254
6	1	16.00162254
6	1	16.60354438
6	1	16.60354438
6	1	16.1501075
6	1	14.55772895
6	1	16.1501075
6	1	16.60354438
6	1	7.9869098759
6	1	16.60354438
6	1	16.60354438
6	1	16.60354438
7	1	10.11769984
7	1	11.34673931
7	1	10.11769984
7	1	3.058734616
7	1	6.383592729
7	1	6.383592729
7	1	36.882980212
6	1	14.67229284
6	1	5.129719972
6	1	2.995969916
6	1	5.129719972
6	1	40.6140844234
6	1	6.425511864
6	1	2.180519457
6	1	2.180519457
6	1	14.67229284
6	1	1.650311126
6	1	14.67229284
6	1	1.650311126
6	1	13.475930036
6	1	13.133613792
6	1	2.995969916
6	1	14.55772895
7	1	6.994460379
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	36.882980212
7	1	6.994460379
7	1	6.994460379
7	1	36.882980212
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	6.383592729
7	1	36.882980212
7	1	6.383592729
7	1	6.994460379
7	1	6.383592729
7	1	6.994460379
7	1	6.383592729
7	1	36.882980212
7	1	6.994460379
7	1	6.994460379
7	1	6.994460379
7	1	6.994460379
6	1	3.596804014
6	1	3.596804014
6	1	3.596804014
6	1	3.596804014
6	1	22.7345159375
6	1	22.7345159375
6	1	1.164474961
6	1	3.596804014
6	1	3.596804014
6	1	6.7280775524
6	1	1.164474961
6	1	3.596804014
6	1	3.596804014
6	1	3.596804014
6	1	1.942971829
6	1	1.164474961
6	1	3.596804014
6	1	3.596804014
6	1	3.596804014
